week,new_cases_clean,new_deaths_clean,new_cases_7day,new_deaths_7day,incidence_7day_per_100k,cfr_percent,people_vaccinated_per_100,people_fully_vaccinated_per_100,boosters_per_100,hosp_patients,icu_patients,excess_mortality,wave
2022-01-16,486124.0,693.0,51294.204081632655,120.6734693877551,430.68264083441744,1.5693407470584464,76.11281489804946,72.5155140036253,49.37681660418204,,2973.285714285714,-1.59,Wave 4
2022-01-23,796815.0,867.0,75786.91836734694,102.55102040816327,636.3313502477978,1.4769754807935844,76.48679906306646,73.19588714575919,52.54747160363987,,2524.0,-1.95,Wave 4
2022-01-30,1114352.0,1117.0,120311.06122448981,128.9591836734694,1010.1703788461493,1.3496365940966117,76.76268060488061,73.78394872774136,54.80086923520544,,2316.285714285714,-1.15,Wave 4
2022-02-06,1292740.0,1504.0,162833.7142857143,167.46938775510208,1367.2042551598995,1.2096026272661649,76.94814695578161,74.24149308670857,56.24884010812543,,2298.714285714286,-2.1,Wave 5 (Omicron)
2022-02-13,1309845.0,1705.0,185026.22448979595,218.9591836734694,1553.5397110376744,1.0856817073892722,77.07318138070075,74.63133910296578,57.41416920075654,,2399.8571428571427,-3.09,Wave 5 (Omicron)
2022-02-20,1193271.0,1786.0,184741.65306122447,245.22448979591837,1551.1503577655556,0.9884546502311522,77.16336867145242,74.93285701399931,58.383221078509926,,2452.1428571428573,-2.42,Wave 5 (Omicron)
2022-02-27,1093093.0,1645.0,168422.83673469388,252.26530612244898,1414.1323254822814,0.9171462898674957,77.23659059439241,75.17155244630432,59.28510118287381,,2325.4285714285716,-8.0,Wave 5 (Omicron)
2022-03-06,1134009.0,1606.0,156991.16326530612,234.20408163265304,1318.148317013854,0.8608848831150162,77.31258210403186,75.3365089821451,60.10458938148376,,2176.8571428571427,-8.13,Wave 5 (Omicron)
2022-03-13,1413846.0,1778.0,167712.2448979592,232.93877551020407,1408.1659677956852,0.8086662184642298,77.37212282043483,75.46531215605069,60.96753814089124,,2139.5714285714284,-4.02,Wave 5 (Omicron)
2022-03-20,1582504.0,1934.0,205420.0,257.18367346938777,1724.7724117018818,0.7529256412908664,77.41637863284852,75.55748097873284,61.861970707872295,,2276.4285714285716,0.67,Wave 5 (Omicron)
2022-03-27,1588891.0,1881.0,226202.34693877553,275.2040816326531,1899.2676830991022,0.7008008868971825,77.45480260007696,75.64478713165337,62.740440667752274,,2337.5714285714284,4.35,Wave 5 (Omicron)
2022-04-03,1295125.0,1536.0,220989.20408163266,261.6734693877551,1855.4964583972196,0.6572050336578451,77.48709365401206,75.71469610592992,63.59458768302781,,2295.285714285714,6.1,Wave 5 (Omicron)
2022-04-10,984600.0,1292.0,178680.61224489796,214.44897959183672,1500.2599089962098,0.6265527577219209,77.51320861357057,75.77234045309432,64.44733131309836,,2080.1428571428573,8.98,Wave 5 (Omicron)
2022-04-17,778948.0,985.0,136460.16326530612,178.3061224489796,1145.7634353827991,0.6058725896356376,77.52833998481945,75.80060487101811,64.9210182003468,,1838.4285714285713,8.65,Wave 5 (Omicron)
2022-04-24,731499.0,808.0,110309.93877551019,137.10204081632654,926.1977370096565,0.5901922301837441,77.5438036105143,75.83129702539911,65.33864524629051,,1677.857142857143,7.46,Wave 5 (Omicron)
2022-05-01,596917.0,678.0,101753.28571428571,112.77551020408164,854.3533248954298,0.5762029580911581,77.56905134998459,75.87749478708368,65.91760041760905,,1431.0,6.58,Wave 5 (Omicron)
2022-05-08,471440.0,541.0,82713.10204081633,94.06122448979592,694.485816796235,0.5654876944394547,77.58464931682728,75.9097030772759,66.45153930965922,,1182.142857142857,8.6,Wave 5 (Omicron)
2022-05-15,408745.0,418.0,66069.08163265306,74.77551020408164,554.7372664126157,0.5572740517893929,77.59602273436053,75.93246070761322,66.85374711046585,,1005.7142857142857,7.18,Wave 5 (Omicron)
2022-05-22,292505.0,330.0,56019.89795918367,57.91836734693878,470.36108707211827,0.5503882389378204,77.60630223111859,75.95420478196911,67.19943327227207,,872.8571428571429,5.84,Wave 5 (Omicron)
2022-05-29,187159.0,213.0,39636.510204081635,44.755102040816325,332.8008922993872,0.5457430084259283,77.61487247666543,75.96992389573975,67.39957759304804,,711.2857142857143,0.02,Wave 5 (Omicron)
2022-06-05,245141.0,223.0,27920.306122448976,30.632653061224488,234.42787326585113,0.5425107589725104,77.62362144391784,75.98730308226573,67.65290661467024,,648.2857142857143,4.17,Wave 5 (Omicron)
2022-06-12,331434.0,285.0,36781.22448979592,33.12244897959184,308.82699478441054,0.5381360134719981,77.63114334872179,76.0011258267978,67.84739901144107,,621.5714285714286,4.28,Wave 5 (Omicron)
2022-06-19,413791.0,402.0,49028.469387755096,43.10204081632653,411.6588033685631,0.5324063169232828,77.63971839216676,76.0152232509982,68.05559060686694,,682.2857142857143,10.59,Wave 5 (Omicron)
2022-06-26,574225.0,566.0,62387.16326530612,60.775510204081634,523.822695182266,0.5254800393838021,77.64905989983907,76.03036301856882,68.34186679499444,,793.8571428571429,11.7,Wave 5 (Omicron)
2022-07-03,622776.0,610.0,83022.97959183673,81.75510204081634,697.0876484144111,0.5166094546861543,77.65892677735738,76.0451993190823,68.61125678062953,,962.5714285714286,8.04,Decline
2022-07-10,629349.0,702.0,89102.14285714286,89.0204081632653,748.1302590960952,0.5075175222421981,77.66691887617873,76.05798211919323,68.87678925616267,,1064.2857142857142,2.49,Decline
2022-07-17,675130.0,960.0,90841.30612244898,105.55102040816327,762.732833428903,0.4990035841654326,77.67536197742493,76.0710192079054,69.19521136180661,,1226.857142857143,11.86,Decline
2022-07-24,627179.0,1129.0,95468.55102040817,140.59183673469389,801.5846703590377,0.49113470293628964,77.68364195013449,76.08202918465479,69.48490125445844,,1374.5714285714287,20.52,Decline
2022-07-31,495729.0,1038.0,86914.3469387755,159.42857142857142,729.7608206653971,0.484989984817604,77.69043937231977,76.09166216463892,69.75175315197917,,1531.4285714285713,12.83,Decline
