iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,reproduction_rate,icu_patients,hosp_patients,people_vaccinated,people_fully_vaccinated,total_boosters,stringency_index,population,excess_mortality,new_cases_clean,new_deaths_clean,new_cases_7day,new_deaths_7day,incidence_7day_per_100k,deaths_7day_per_100k,cfr_percent,new_cases_log,people_vaccinated_per_100,people_fully_vaccinated_per_100,boosters_per_100,wave
DEU,Europe,Germany,2022-11-11,35861636.0,0.0,159717.0,0.0,0.77,1140.0,,64845833.0,63530844.0,62762153.0,11.11,83369840,,0.0,0.0,34796.857142857145,99.71428571428571,292.1656080904078,0.8372332248688494,0.4453700885257995,10.457311087511984,77.78092533223045,76.20362951398252,75.28160423481681,Decline
DEU,Europe,Germany,2022-11-12,35861636.0,0.0,159717.0,0.0,0.78,1124.0,,64846075.0,63531118.0,62781385.0,11.11,83369840,,0.0,0.0,34796.857142857145,99.71428571428571,292.1656080904078,0.8372332248688494,0.4453700885257995,10.457311087511984,77.78121560506773,76.20395817000488,75.30467252905846,Decline
DEU,Europe,Germany,2022-11-13,36063651.0,202015.0,160357.0,640.0,0.79,1079.0,,64846150.0,63531208.0,62787499.0,11.11,83369840,10.77,202015.0,640.0,28859.285714285714,91.42857142857143,242.3118480256169,0.7676637018854781,0.4446499329754494,10.270221732288757,77.7813055656578,76.20406612271296,75.31200611636054,Decline
DEU,Europe,Germany,2022-11-14,36063651.0,0.0,160357.0,0.0,0.79,1096.0,,64846684.0,63531672.0,62831831.0,11.11,83369840,,0.0,0.0,28859.285714285714,91.42857142857143,242.3118480256169,0.7676637018854781,0.4446499329754494,10.270221732288757,77.78194608505906,76.20462267889683,75.36518122141052,Decline
DEU,Europe,Germany,2022-11-15,36063651.0,0.0,160357.0,0.0,0.8,1043.0,,64847459.0,63532373.0,62916687.0,11.11,83369840,,0.0,0.0,28859.285714285714,91.42857142857143,242.3118480256169,0.7676637018854781,0.4446499329754494,10.270221732288757,77.78287567782306,76.2054635105453,75.46696383248427,Decline
DEU,Europe,Germany,2022-11-16,36063651.0,0.0,160357.0,0.0,0.8,1017.0,,64848358.0,63533067.0,63003470.0,11.11,83369840,,0.0,0.0,28859.285714285714,91.42857142857143,242.3118480256169,0.7676637018854781,0.4446499329754494,10.270221732288757,77.78395400542931,76.20629594587204,75.5710578309854,Decline
DEU,Europe,Germany,2022-11-17,36063651.0,0.0,160357.0,0.0,0.81,954.0,,64849039.0,63533766.0,63103141.0,11.11,83369840,,0.0,0.0,28859.285714285714,91.42857142857143,242.3118480256169,0.7676637018854781,0.4446499329754494,10.270221732288757,77.7847708475871,76.20713437857144,75.69061065728326,Decline
DEU,Europe,Germany,2022-11-18,36063651.0,0.0,160357.0,0.0,0.83,937.0,,64849817.0,63534536.0,63176311.0,11.11,83369840,,0.0,0.0,28859.285714285714,91.42857142857143,242.3118480256169,0.7676637018854781,0.4446499329754494,10.270221732288757,77.7857040387747,76.20805797396277,75.77837620895038,Decline
DEU,Europe,Germany,2022-11-19,36063651.0,0.0,160357.0,0.0,0.85,902.0,,64850248.0,63534801.0,63193933.0,11.11,83369840,,0.0,0.0,28859.285714285714,91.42857142857143,242.3118480256169,0.7676637018854781,0.4446499329754494,10.270221732288757,77.78622101229892,76.20837583471433,75.79951334919198,Decline
DEU,Europe,Germany,2022-11-20,36233318.0,169667.0,160910.0,553.0,0.87,903.0,,64850296.0,63534867.0,63198552.0,11.11,83369840,13.95,169667.0,553.0,24238.14285714286,79.0,203.5112457934428,0.6633094174104208,0.44409402417962385,10.095724078879122,77.78627858707658,76.20845500003358,75.80505372206544,Decline
DEU,Europe,Germany,2022-11-21,36233318.0,0.0,160910.0,0.0,0.88,919.0,,64850709.0,63535364.0,63236530.0,11.11,83369840,,0.0,0.0,24238.14285714286,79.0,203.5112457934428,0.6633094174104208,0.44409402417962385,10.095724078879122,77.7867739700592,76.20905113887709,75.85060736592514,Decline
DEU,Europe,Germany,2022-11-22,36233318.0,0.0,160910.0,0.0,0.9,941.0,,64851329.0,63536001.0,63309391.0,11.11,83369840,,0.0,0.0,24238.14285714286,79.0,203.5112457934428,0.6633094174104208,0.44409402417962385,10.095724078879122,77.7875176442704,76.20981520415536,75.9380022799612,Decline
DEU,Europe,Germany,2022-11-23,36233318.0,0.0,160910.0,0.0,0.91,925.0,,64852070.0,63536628.0,63383819.0,11.11,83369840,,0.0,0.0,24238.14285714286,79.0,203.5112457934428,0.6633094174104208,0.44409402417962385,10.095724078879122,77.78840645490024,76.2105672746883,76.02727677059234,Decline
DEU,Europe,Germany,2022-11-24,36233318.0,0.0,160910.0,0.0,0.94,897.0,,64852801.0,63537330.0,63467566.0,11.11,83369840,,0.0,0.0,24238.14285714286,79.0,203.5112457934428,0.6633094174104208,0.44409402417962385,10.095724078879122,77.78928327078474,76.2114093058113,76.12772916440765,Decline
DEU,Europe,Germany,2022-11-25,36233318.0,0.0,160910.0,0.0,0.95,887.0,,64853379.0,63537977.0,63525738.0,11.11,83369840,,0.0,0.0,24238.14285714286,79.0,203.5112457934428,0.6633094174104208,0.44409402417962385,10.095724078879122,77.7899765670655,76.21218536583494,76.19750499701091,Decline
DEU,Europe,Germany,2022-11-26,36233318.0,0.0,160910.0,0.0,0.97,883.0,,64853721.0,63538227.0,63538018.0,11.11,83369840,,0.0,0.0,24238.14285714286,79.0,203.5112457934428,0.6633094174104208,0.44409402417962385,10.095724078879122,77.7903867873562,76.21248523446849,76.21223454429084,Decline
DEU,Europe,Germany,2022-11-27,36403907.0,170589.0,161550.0,640.0,0.99,897.0,,64853818.0,63538336.0,63542409.0,11.11,83369840,16.27,170589.0,640.0,24369.85714285714,91.42857142857143,204.6171613139716,0.7676637018854781,0.4437710490799792,10.101143318050674,77.79050313638601,76.21261597719271,76.2175014369705,Decline
DEU,Europe,Germany,2022-11-28,36403907.0,0.0,161550.0,0.0,1.01,928.0,,64854165.0,63538623.0,63570527.0,11.11,83369840,,0.0,0.0,24369.85714285714,91.42857142857143,204.6171613139716,0.7676637018854781,0.4437710490799792,10.101143318050674,77.79091935404938,76.21296022638403,76.25122826192302,Decline
DEU,Europe,Germany,2022-11-29,36403907.0,0.0,161550.0,0.0,1.03,895.0,,64854699.0,63539152.0,63628664.0,11.11,83369840,,0.0,0.0,24369.85714285714,91.42857142857143,204.6171613139716,0.7676637018854781,0.4437710490799792,10.101143318050674,77.79155987345064,76.21359474841262,76.32096211291758,Decline
DEU,Europe,Germany,2022-11-30,36403907.0,0.0,161550.0,0.0,1.03,900.0,,64855288.0,63539843.0,63688504.0,11.11,83369840,,0.0,0.0,24369.85714285714,91.42857142857143,204.6171613139716,0.7676637018854781,0.4437710490799792,10.101143318050674,77.79226636395128,76.21442358531574,76.39273866904387,Decline
DEU,Europe,Germany,2022-12-01,36403907.0,0.0,161550.0,0.0,1.04,882.0,,64855920.0,63540440.0,63753414.0,11.11,83369840,,0.0,0.0,24369.85714285714,91.42857142857143,204.6171613139716,0.7676637018854781,0.4437710490799792,10.101143318050674,77.79302443185689,76.21513967161266,76.47059656105853,Decline
DEU,Europe,Germany,2022-12-02,36403907.0,0.0,161550.0,0.0,1.04,903.0,,64856585.0,63541004.0,63799002.0,11.11,83369840,,0.0,0.0,24369.85714285714,91.42857142857143,204.6171613139716,0.7676637018854781,0.4437710490799792,10.101143318050674,77.79382208242214,76.21581617524996,76.52527820612346,Decline
